1|10164815530005116106P|0020|00108|2025-10-09|M|1016183240|0005116106|BEP|2023-09-15|A|000000000000000|C|3289977             |HECTOR.MORA@CAPGEMINI.COM                         |SEGUROS VIBANCO                                             |USREJEC1@BANORTE.COM                              |SEGUROS VIBANCO                                             |MOSH760122HDFRNC00|1016481553|N| |                    |
2|10164815530005116106P|0020|00001|A|4189281061216470|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00024|A|4189281061217783|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00025|A|4189281061217791|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00026|A|4189281061217809|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00027|A|4189281061217817|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00028|A|4189281061217825|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00029|A|4189281061217833|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00030|A|4189281061217841|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00031|A|4189281061217858|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00032|A|4189281061217866|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00033|A|4189281061217874|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00034|A|4189281061217882|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00035|A|4189281061217890|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00036|A|4189281061217908|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00037|A|4189281061217916|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00038|A|4189281061217924|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00039|A|4189281061217932|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00040|A|4189281061217940|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00041|A|4189281061217957|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00042|A|4189281061217965|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00043|A|4189281061217973|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00044|A|4189281061217981|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00045|A|4189281061217999|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00046|A|4189281061218005|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00047|A|4189281061218013|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00048|A|4189281061218021|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00049|A|4189281061218039|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00050|A|4189281061218047|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00051|A|4189281061218054|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00052|A|4189281061218062|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00053|A|4189281061218070|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00054|A|4189281061218088|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00055|A|4189281061218096|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00056|A|4189281061218104|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00057|A|4189281061218112|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00058|A|4189281061218120|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00059|A|4189281061218138|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00060|A|4189281061218146|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00061|A|4189281061218153|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00062|A|4189281061218161|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00063|A|4189281061218179|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00064|A|4189281061218187|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00065|A|4189281061218195|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00066|A|4189281061218203|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00067|A|4189281061218211|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00068|A|4189281061218229|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00069|A|4189281061218237|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00070|A|4189281061218245|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00071|A|4189281061218252|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00072|A|4189281061218260|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00073|A|4189281061218278|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00074|A|4189281061218286|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00075|A|4189281061218294|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00076|A|4189281061218302|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00077|A|4189281061218310|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00078|A|4189281061218328|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00079|A|4189281061218336|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00080|A|4189281061218344|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00081|A|4189281061218351|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00082|A|4189281061218369|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00083|A|4189281061218377|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00084|A|4189281061218385|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00085|A|4189281061218393|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00086|A|4189281061218401|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00087|A|4189281061218419|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00088|A|4189281061218427|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00089|A|4189281061218435|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00090|A|4189281061218443|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00091|A|4189281061218450|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00092|A|4189281061218468|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00093|A|4189281061218476|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00094|A|4189281061218484|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00095|A|4189281061218492|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00096|A|4189281061218500|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00097|A|4189281061218518|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00098|A|4189281061218526|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00099|A|4189281061218534|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00100|A|4189281061218542|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00101|A|4189281061218559|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00102|A|4189281061218567|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00103|A|4189281061218575|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00104|A|4189281061218583|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00105|A|4189281061218591|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00106|A|4189281061218609|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00107|A|4189281061218617|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
2|10164815530005116106P|0021|00108|A|4189281061218625|N|ANDRES ANDRES      |ANDRES PRUEBA            |ANDRES              |PRUEBA              |SEGUROS VIBANCO    |1029|                                                                                                                                                                                                                                           |
9|2025-10-09|0000002|0000216|                                                                                                                                                                                                                                                                                                                                                                                       |
